Player,Country,Games,Win_rate,KDA,Avg_kills,Avg_deaths,Avg_assists,CSM,GPM,KP%,DMG%,Gold%,VS%,DPM,VSPM,Avg_WPM,Avg_WCPM,Avg_VWPM,GD@15,CSD@15,XPD@15,FB_%,FB_Victim,Penta_Kills,Solo_Kills,SeasonYear,Split,SourceURL
Clozer,KR,47,51.10%,2.5,2.3,2.5,3.9,9.1,394,60.10%,25.60%,22.40%,12.30%,511,1.07,0.33,0.22,0.18,15,3,137,14.90%,10.60%,0,15,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Croco,KR,29,20.70%,1.7,1.4,3.1,3.9,4.9,295,67.10%,15.50%,18%,20.20%,325,1.59,0.26,0.41,0.32,-313,-2,-194,17.20%,10.30%,0,1,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Cuzz,KR,43,65.10%,4.8,2.1,1.7,5.8,5.7,333,70.70%,14.60%,18.10%,23.90%,287,2.07,0.3,0.58,0.3,44,1,5,30.20%,4.70%,0,8,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Deft,KR,40,65%,6.2,4.2,1.4,4.5,10,460,71.70%,29.30%,25.20%,15.90%,664,1.44,0.38,0.39,0.17,498,7,294,37.50%,5%,0,1,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Delight,KR,43,69.80%,5.8,0.8,1.8,9.7,0.9,257,75.10%,9.10%,13.50%,36.30%,211,3.37,1.29,0.44,0.41,217,1,163,39.50%,11.60%,0,-,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
DnDn,KR,42,21.40%,1.9,1.6,2.7,3.5,8.1,362,53.20%,23%,21.70%,13.20%,427,1.03,0.35,0.16,0.28,-577,-8,-148,14.30%,19%,0,12,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Doran,KR,43,69.80%,3.5,2.4,2.3,5.7,8.4,410,58.60%,22.70%,21.50%,12.50%,516,1.16,0.32,0.23,0.25,301,4,171,18.60%,14%,0,12,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
DuDu,KR,45,37.80%,2.1,2.2,2.4,2.8,8.8,397,54.70%,21.10%,22.60%,11.40%,437,1.01,0.23,0.19,0.14,108,4,-24,13.30%,11.10%,0,9,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Effort,KR,44,29.50%,2.4,0.4,2.4,5.3,0.9,226,65.10%,7.80%,13.40%,37.90%,138,3.25,1.25,0.44,0.53,-43,3,-157,31.80%,9.10%,0,-,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Envyy,KR,47,51.10%,3.2,3.1,2.1,3.7,9.4,416,64.60%,27.10%,23.60%,12.90%,545,1.11,0.36,0.3,0.17,-38,5,144,29.80%,12.80%,0,3,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
FATE,KR,44,27.30%,2.1,2,2.2,2.6,8.5,365,56.90%,27.10%,21.90%,13.30%,534,1.09,0.32,0.2,0.23,-316,-5,-214,9.10%,11.40%,0,7,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
FIESTA,KR,38,18.40%,1.8,2.1,3,3.4,8.5,370,58.70%,27.10%,22.30%,17.20%,511,1.33,0.35,0.26,0.27,-206,-2,-165,18.40%,13.20%,0,9,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Faker,KR,43,81.40%,4.3,3.1,2,5.6,8.3,404,60%,26.60%,20.90%,13.40%,632,1.18,0.33,0.23,0.18,275,1,10,23.30%,4.70%,0,11,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Gumayusi,KR,43,81.40%,5.1,4,1.8,5.3,9.8,466,64.70%,25.40%,24.10%,15.10%,605,1.34,0.35,0.36,0.19,601,13,293,16.30%,11.60%,1,4,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Hena,KR,44,29.50%,2.3,2.2,2.1,2.8,9.2,397,59%,27.50%,23.50%,14.90%,519,1.3,0.35,0.41,0.16,-335,-5,-93,29.50%,2.30%,0,2,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Juhan,KR,15,40%,1.9,1.1,3.1,4.8,5.1,310,70.10%,13.90%,18%,23.40%,252,2,0.42,0.44,0.42,-161,-6,-177,33.30%,13.30%,0,-,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Jun,KR,24,33.30%,2.4,0.4,2.5,5.6,0.9,239,66.10%,12.40%,13.60%,42.20%,245,3.75,1.06,0.48,0.46,10,-3,305,16.70%,16.70%,0,-,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Kael,KR,47,51.10%,3.8,1,2.1,7,0.8,241,75.60%,10.90%,13.70%,39.70%,225,3.5,1.48,0.51,0.55,32,-4,-112,36.20%,6.40%,0,-,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Karis,KR,44,29.50%,2.5,2.5,2.2,3,8.6,376,63.40%,26.70%,22.30%,11.30%,495,0.98,0.28,0.22,0.21,-266,-6,-81,9.10%,11.40%,0,11,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Kellin,KR,40,65%,6.9,0.7,1.4,9.1,0.6,246,79%,9.80%,13.40%,35.50%,223,3.23,1.51,0.37,0.53,205,-4,-18,47.50%,5%,0,2,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Keria,KR,43,81.40%,6.9,1.3,1.5,9.3,0.9,279,75.10%,11.40%,14.40%,35.70%,278,3.17,1.42,0.43,0.5,400,1,126,25.60%,9.30%,0,1,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Kiin,KR,43,65.10%,4.1,2.1,1.5,4,8.8,405,51.30%,23.50%,22.10%,13.70%,468,1.17,0.34,0.21,0.21,434,9,376,20.90%,9.30%,0,13,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Lehends,KR,43,65.10%,4,0.5,2,7.5,0.8,237,70%,8.80%,12.90%,31.50%,171,2.72,1.27,0.35,0.48,-160,1,-137,30.20%,18.60%,0,-,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Life,KR,45,53.30%,3.2,0.8,2.2,6.3,0.8,240,69.10%,9.90%,13.40%,35.20%,198,3.1,1.41,0.42,0.43,-50,-2,49,17.80%,8.90%,0,2,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Moham,KR,21,42.90%,2.7,0.4,2.8,7.1,0.9,227,73.60%,9.90%,12.80%,34.70%,200,3.04,1.72,0.47,0.51,-310,1,13,14.30%,23.80%,0,1,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Morgan,KR,44,29.50%,1.8,1.6,2.5,2.7,8.4,370,50.90%,21.40%,22%,14%,391,1.2,0.29,0.27,0.24,-319,-6,-223,11.40%,18.20%,0,8,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Oner,KR,43,81.40%,4.8,3,2.1,6.9,5.4,361,70.70%,13.70%,18.60%,21.80%,332,1.91,0.33,0.42,0.3,224,-1,30,51.20%,4.70%,0,10,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Peanut,KR,43,69.80%,4,2.3,2.4,7.2,5.6,343,66.80%,13.90%,18%,19.20%,326,1.77,0.27,0.51,0.27,187,0,116,48.80%,4.70%,0,5,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Peter,KR,42,21.40%,3.3,0.6,2.1,6.4,0.8,221,77.20%,7.30%,13.30%,33.90%,135,2.66,1.22,0.33,0.46,-284,2,-100,16.70%,7.10%,0,1,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Peyz,KR,43,69.80%,6,4.9,1.6,4.7,10,463,66.10%,27%,24.40%,15.30%,628,1.41,0.38,0.43,0.15,377,1,22,34.90%,0%,0,6,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Pleata,KR,6,16.70%,2.1,3.2,2.5,2.2,8.4,385,70.20%,23.10%,23.60%,13.10%,433,1.03,0.25,0.22,0.16,-709,-17,-345,33.30%,0%,0,1,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Rascal,KR,44,27.30%,1.6,1.8,3,2.8,8.4,381,60.20%,23%,22.80%,12.90%,452,1.05,0.28,0.23,0.18,-236,-6,-215,18.20%,18.20%,0,16,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
ShowMaker,KR,40,65%,5.5,2.9,1.5,5.2,8.8,399,64.20%,26.70%,21.80%,14.80%,601,1.35,0.38,0.29,0.28,98,4,197,15%,10%,0,12,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Sylvie,KR,42,21.40%,2.1,1.7,2.9,4.5,5,304,70.90%,14.20%,18.30%,20.80%,266,1.62,0.35,0.42,0.38,-252,-3,-163,21.40%,14.30%,0,2,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Taeyoon,KR,45,37.80%,2.6,2.8,2.5,3.6,9.7,419,65.40%,25.80%,23.80%,16%,534,1.4,0.38,0.44,0.19,-239,-1,-252,13.30%,11.10%,1,5,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
UmTi,KR,44,29.50%,2.2,1.6,2.8,4.6,5.5,314,78.10%,16.50%,18.70%,21.90%,311,1.91,0.39,0.5,0.35,-90,2,21,34.10%,13.60%,0,6,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Viper,KR,45,53.30%,4.4,2.9,1.5,3.9,9.9,440,67.50%,29.40%,24.50%,16.10%,629,1.43,0.4,0.41,0.21,176,6,-89,15.60%,13.30%,0,-,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Vital,KR,42,21.40%,2.6,2.7,2.2,3.1,9.5,405,61.90%,28.30%,24.30%,15.40%,548,1.2,0.31,0.39,0.14,-501,-13,-300,19%,7.10%,0,3,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Willer,KR,47,51.10%,3.5,2.1,2.1,5.2,5.7,326,67.30%,13.80%,18.50%,22.50%,282,1.94,0.43,0.47,0.44,-100,5,-25,38.30%,6.40%,0,5,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
YoungJae,KR,45,37.80%,2.9,1.8,2.2,4.6,5.6,321,71.10%,14.10%,18.30%,21%,289,1.85,0.38,0.49,0.43,76,3,142,17.80%,8.90%,0,3,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Zeka,KR,45,53.30%,3.2,2.9,2,3.5,9.4,415,58.20%,28.10%,23.10%,13.20%,584,1.16,0.3,0.27,0.2,136,5,193,20%,4.40%,0,17,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Zeus,KR,43,81.40%,3.8,3,1.9,4.1,8.9,429,48.90%,22.90%,22.10%,14%,553,1.23,0.34,0.17,0.22,622,12,273,18.60%,9.30%,0,19,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
deokdam,KR,38,28.90%,2.3,2.2,2.3,3,8.9,395,60%,24.70%,23.50%,16.50%,493,1.34,0.39,0.36,0.18,-549,-12,-160,7.90%,18.40%,0,-,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
kingen,KR,45,53.30%,2.3,1.4,2.2,3.7,8,377,48.40%,19.10%,21%,12.10%,400,1.06,0.35,0.18,0.27,-192,-7,-81,17.80%,13.30%,0,7,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Aiming,KR,40,85%,9.1,5.7,1.2,5.5,10.5,508,73.40%,29.60%,26%,16%,644,1.33,0.43,0.39,0.12,562,6,352,27.50%,0%,0,3,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Andil,KR,20,10%,1.3,0.5,3.6,4.4,1.1,215,64.90%,6.60%,12.70%,35.30%,127,2.83,1.57,0.29,0.47,-20,2,287,30%,25%,0,-,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Bdd,KR,40,85%,7.2,3.4,1.5,7,8.8,417,68.10%,26.30%,21.30%,13.20%,570,1.09,0.44,0.18,0.21,60,1,-87,27.50%,7.50%,0,5,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
BeryL,KR,43,37.20%,2.1,0.3,3.3,6.5,1.3,232,65%,8.30%,13.50%,38.10%,160,3.24,1.67,0.48,0.47,-71,0,3,16.30%,11.60%,0,3,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Bible,KR,13,61.50%,2.8,0.9,3.3,8.4,1.1,238,61.90%,4.80%,12.90%,37.10%,113,3.28,1.87,0.38,0.59,55,1,173,15.40%,23.10%,0,1,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Bulldog,KR,38,26.30%,2,2,2.8,3.7,9.3,397,66.80%,29.10%,22.80%,14.40%,598,1.19,0.46,0.24,0.24,-87,-4,-109,13.20%,10.50%,0,4,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Burdol,KR,23,26.10%,2.2,2,2.8,4.2,7.7,360,49.30%,22.10%,20.50%,11.60%,431,1.02,0.4,0.15,0.24,-520,-8,-322,13%,17.40%,0,6,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Canna,KR,40,60%,2.9,2.2,2.4,4.8,8.1,388,51.90%,21.90%,20.90%,12%,501,1.04,0.4,0.15,0.22,149,0,87,15%,17.50%,0,11,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Canyon,KR,40,60%,4.2,2.2,2.3,7.3,6.2,355,68.50%,14.40%,19.10%,19.50%,329,1.69,0.5,0.38,0.38,310,5,252,30%,7.50%,0,4,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Chovy,KR,39,82.10%,7,2.7,1.4,6.8,9.5,431,70.70%,27%,21.90%,17%,611,1.46,0.41,0.42,0.17,369,9,233,23.10%,5.10%,0,9,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Clear,KR,17,41.20%,2.7,1.8,2.5,5.2,8.3,377,52.70%,21.90%,20.80%,10.60%,447,0.98,0.34,0.22,0.18,-105,-6,89,17.60%,17.60%,0,2,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Clid,KR,15,66.70%,3.8,2.3,2.3,6.4,6,351,75.20%,12.80%,19%,20.30%,276,1.82,0.44,0.47,0.44,158,3,277,40%,20%,0,3,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Clozer,KR,40,32.50%,2.9,3.2,2.7,4.7,9.7,420,67%,29.70%,23.70%,12.60%,587,1.13,0.38,0.29,0.21,129,6,163,25%,7.50%,0,4,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Croco,KR,25,36%,2.8,1.6,2.8,6.2,5.1,319,73.10%,13.70%,18.30%,20.30%,283,1.67,0.46,0.4,0.37,-436,-16,-377,44%,8%,0,-,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Cuzz,KR,40,85%,6.9,2.5,1.6,8.6,5.9,362,73.20%,14.70%,18.50%,22%,317,1.84,0.4,0.48,0.38,100,6,193,47.50%,12.50%,0,-,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Deft,KR,37,62.20%,5,4.7,2,5.4,9.6,457,69.90%,31%,24.50%,17.50%,730,1.53,0.52,0.43,0.16,122,2,39,24.30%,10.80%,0,2,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Delight,KR,39,82.10%,6.2,0.6,1.7,9.7,1.2,255,74.10%,6.30%,13%,35.50%,145,3.08,1.58,0.32,0.4,134,6,73,41%,7.70%,0,1,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
DnDn,KR,43,30.20%,1.6,1.3,2.9,3.3,8.2,363,44.80%,23.90%,20.90%,13.10%,451,1.14,0.55,0.15,0.31,-474,-7,-366,7%,16.30%,0,6,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Doran,KR,39,82.10%,3.9,2.6,2.1,5.6,8.5,426,55.30%,23.80%,21.60%,11%,536,0.96,0.37,0.15,0.18,379,2,148,30.80%,12.80%,0,19,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
DuDu,KR,38,26.30%,2.3,2.2,2.4,3.5,8.9,388,59%,24.50%,22.20%,11.70%,523,0.97,0.31,0.18,0.12,164,8,134,13.20%,10.50%,0,13,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Effort,KR,45,33.30%,2.6,0.4,2.4,5.9,1,226,71.80%,6.10%,12.90%,37.30%,111,3.3,1.8,0.38,0.55,-21,0,-73,35.60%,13.30%,0,-,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
FATE,KR,34,44.10%,4.1,2.7,1.8,4.6,9.1,406,64.70%,29.40%,22.90%,14.20%,585,1.23,0.42,0.27,0.2,-61,0,-41,8.80%,0%,0,3,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
FIESTA,KR,31,32.30%,2.7,2.7,2.8,4.9,8.3,387,67.20%,28.60%,22%,13.60%,582,1.2,0.49,0.26,0.28,-13,-3,39,25.80%,6.50%,0,5,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Faker,KR,24,70.80%,3.4,2.7,2.4,5.5,8.8,420,63.30%,25.50%,21.60%,13%,592,1.12,0.43,0.24,0.16,55,3,19,12.50%,16.70%,0,6,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Feisty,KR,1,100%,9.5,6,2,13,9.2,493,82.60%,32.10%,24.10%,11.60%,781,1.14,0.53,0.14,0.33,880,15,1059,0%,0%,0,-,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Grizzly,KR,26,65.40%,4,2.2,2.4,7.4,5.5,345,70.50%,14.20%,18.10%,17.30%,310,1.45,0.38,0.33,0.4,172,2,97,23.10%,3.80%,0,-,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Gumayusi,KR,42,50%,4.6,4.2,1.9,4.4,10.7,475,73.50%,28.50%,25.50%,17.10%,617,1.46,0.55,0.46,0.17,144,7,-27,16.70%,7.10%,0,3,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
HamBak,KR,1,100%,17,2,1,15,6.1,369,73.90%,13.80%,18%,20.40%,336,2,0.53,0.64,0.5,228,5,361,0%,0%,0,1,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Hena,KR,45,33.30%,3.3,3,1.8,3,10,425,68.90%,27.70%,24.40%,17%,520,1.5,0.53,0.47,0.15,-167,-7,-140,26.70%,4.40%,0,3,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Hype,KR,1,100%,7.3,10,3,12,9.6,510,95.70%,29.20%,24.90%,17%,711,1.67,0.44,0.44,0.11,-137,-16,-275,0%,100%,0,-,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Ivory,KR,10,30%,1.4,1.2,2.9,3,9,368,53.60%,25.10%,21.50%,13.40%,468,1.15,0.52,0.21,0.22,-645,-15,-406,10%,0%,0,1,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Jiwoo,KR,36,30.60%,2.4,3.8,3.1,3.8,10.1,442,72.20%,29%,25.20%,14.60%,581,1.27,0.4,0.45,0.15,-294,-6,-130,38.90%,19.40%,0,5,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Juhan,KR,18,38.90%,2.3,1.3,2.8,5.3,5.3,314,66.60%,13.50%,18.30%,20.10%,240,1.75,0.54,0.45,0.43,-103,-4,-191,16.70%,33.30%,0,-,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Jun,KR,18,44.40%,2.8,0.6,2.9,7.5,0.8,231,72.40%,9%,12.80%,34.60%,194,2.94,1.65,0.26,0.5,58,0,-65,22.20%,11.10%,0,-,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Kael,KR,40,32.50%,2.6,0.4,3.2,7.9,1,227,69.30%,6.60%,12.80%,37.30%,126,3.35,1.8,0.39,0.58,-134,-1,-230,20%,7.50%,0,-,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Karis,KR,35,34.30%,3.5,2.3,1.8,4,9.2,398,69.80%,27.10%,22.60%,12.70%,498,1.13,0.32,0.29,0.2,-155,-3,-53,22.90%,11.40%,0,3,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Kellin,KR,27,59.30%,5.5,0.7,1.8,9.3,1,247,74.90%,8.10%,13.20%,35.90%,176,3.1,1.67,0.34,0.41,82,-2,-151,33.30%,3.70%,0,2,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Keria,KR,42,50%,3.6,0.5,2.5,8.3,1.1,244,71%,7.20%,13.10%,37.90%,155,3.19,1.74,0.38,0.52,142,2,140,19%,7.10%,0,1,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Kiin,KR,40,85%,6.4,2.8,1.4,6.2,8.8,418,57.60%,23.10%,21.40%,12.40%,494,1.03,0.4,0.17,0.16,93,3,205,12.50%,12.50%,0,5,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Kyeahoo,KR,9,11.10%,1.6,1.7,2.7,2.6,7.5,325,56.50%,19.30%,20.60%,16.20%,382,1.22,0.56,0.21,0.25,-795,-8,-125,0%,22.20%,0,1,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Lehends,KR,40,85%,5.2,0.5,2,10.1,1.1,251,71.30%,6.30%,12.80%,36.30%,133,3.03,1.68,0.3,0.49,93,-2,141,35%,12.50%,0,1,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Life,KR,41,65.90%,3.7,0.8,2.6,8.7,0.9,244,70%,6.80%,12.90%,35.10%,143,3.02,1.66,0.31,0.51,-95,-3,-8,31.70%,12.20%,0,2,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Morgan,KR,45,33.30%,2.1,1.9,2.2,2.9,8.9,390,52%,25.10%,22.30%,13.10%,461,1.15,0.37,0.25,0.24,209,3,-60,26.70%,11.10%,0,5,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Oner,KR,42,50%,3.5,2.5,2.5,6,5.6,348,77.10%,15.60%,18.70%,20%,333,1.7,0.43,0.43,0.33,101,0,-12,28.60%,11.90%,0,4,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Paduck,KR,43,37.20%,2.8,3.2,2.4,3.6,9.2,417,61.60%,28.10%,24.10%,14.60%,559,1.23,0.48,0.32,0.18,-331,-10,-349,14%,7%,0,2,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Peanut,KR,39,82.10%,6.5,2.5,1.5,7.2,6.3,370,69.20%,15%,18.80%,19.90%,332,1.77,0.47,0.44,0.21,300,6,260,46.20%,0%,0,3,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
PerfecT,KR,1,100%,13,2,1,11,8.5,398,56.50%,19.20%,19.50%,12.20%,469,1.2,0.5,0.17,0.31,651,24,744,0%,0%,0,-,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Peter,KR,43,30.20%,3,0.5,2.5,6.8,1,228,72.80%,6.60%,13.10%,36.60%,123,3.17,1.8,0.33,0.5,-129,-2,-124,37.20%,9.30%,0,-,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Peyz,KR,39,82.10%,6.8,6,1.5,4.3,10.2,486,73%,28%,24.70%,16.50%,646,1.44,0.52,0.41,0.14,49,1,129,28.20%,2.60%,3,1,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Poby,KR,18,22.20%,1.6,1.8,3.2,3.3,9,390,64.50%,24.40%,22.20%,13%,479,1.1,0.42,0.27,0.24,-193,-7,-144,16.70%,0%,0,1,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Quad,KR,12,25%,1.6,1.1,2.3,2.6,8,348,58.70%,23.20%,20.70%,14.20%,385,1.19,0.53,0.21,0.27,-427,-13,-464,16.70%,16.70%,0,4,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Rahel,KR,3,33.30%,2.2,2.3,1.7,1.3,10.1,442,59.80%,24.60%,25.30%,21.10%,448,1.9,0.45,0.65,0.2,-387,2,-445,33.30%,0%,0,-,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Rascal,KR,43,37.20%,1.9,2.2,3,3.5,8.1,378,53.30%,22.70%,21.80%,12.60%,438,1.05,0.36,0.23,0.18,-123,-3,-170,23.30%,18.60%,0,12,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
ShowMaker,KR,40,60%,4.8,3.5,1.8,5.2,8.9,416,62.30%,26.10%,22.30%,14.50%,613,1.27,0.41,0.31,0.23,22,1,35,15%,7.50%,1,4,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
